"","region","district","year","pop"
"5426","Savannah","North Gonja",2009,42079.3626867309
"5427","Greater Accra","Tema West",2009,165377.525102615
"5428","Greater Accra","Ashaiman",2009,80977.9494314194
"5429","Greater Accra","Kpone-Katamanso",2009,173157.264822483
"5430","Upper East","Tempane",2009,75335.5326610208
"5431","Upper East","Bolgatanga East",2009,25015.8880076408
"5432","Northern East","Bunkpurugu -Nakpanduri",2009,69078.8826512545
"5433","Savannah","North-East Gonja",2009,49979.7584699355
"5434","Northern","Nanton",2009,43835.8580516577
"5435","Bono","Berekum West",2009,52030.5143785477
"5436","Bono East","Pru",2009,58533.2375280932
"5437","Eastern","Fanteakwa South",2009,32635.7045677602
"5438","Eastern","New Juaben South",2009,96705.6307787895
"5439","Eastern","Akwapim North",2009,78723.7717761993
"5440","Volta","Keta",2009,56552.0946863294
"5441","Ashanti","Adansi Akrofuom",2009,76769.355128184
"5442","Ashanti","Adansi North",2009,49614.7610761821
"5443","Ashanti","Obuasi East",2009,85343.1113450229
"5444","Ashanti","Amansie West",2009,58768.0163052678
"5445","Ashanti","Atwima Nwabiagya North",2009,58189.1684247851
"5446","Ashanti","Oforikrom",2009,224126.542693138
"5447","Ashanti","Old Tafo",2009,104206.316401482
"5448","Ashanti","Asokwa",2009,250259.784387589
"5449","Greater Accra","Ayawaso East",2009,49384.6713867188
"5450","Greater Accra","Ayawaso North",2009,28427.213432312
"5451","Greater Accra","Ayawaso Central",2009,81765.104637146
"5452","Ashanti","Kwadaso",2009,237577.884522438
"5453","Ashanti","Suame",2009,166413.579400063
"5454","Ashanti","Asokore Mampong",2009,152473.367510796
"5455","Ashanti","Afigya Kwabre South",2009,83416.101452291
"5456","Ashanti","Ejisu",2009,109579.164543509
"5457","Ashanti","Ahafo Ano South East",2009,43494.2724737227
"5458","Greater Accra","Korle-Klottey",2009,157221.51568222
"5459","Greater Accra","Ablekuma West",2009,98897.5963096619
"5460","Greater Accra","Ablekuma Central",2009,143726.942207336
"5461","Greater Accra","Krowor",2009,84365.4889659882
"5462","Greater Accra","Ga North",2009,126834.93121767
"5463","Greater Accra","Weija-Gbawe",2009,158850.993627548
"5464","Greater Accra","Ablekuma North",2009,138102.314147949
"5465","Eastern","Birim south",2009,75476.4675197005
"5466","Eastern","Birim Central",2009,37795.5261518955
"5467","Eastern","Abuakwa North",2009,56956.6244498789
"5468","Eastern","Atiwa East",2009,56717.9328006655
"5469","Central","Awutu Senya East",2009,68483.9275751114
"5470","Oti","Kadjebi",2009,52401.3887287974
"5471","Ashanti","Kumasi",2009,736629.102026343
"5472","Greater Accra","Tema",2009,94786.1882190704
"5473","Greater Accra","Ga South",2009,203211.965093017
"5474","Western","Sekondi-Takoradi",2009,288712.261980534
"5475","Western","Effia-Kwesimintsim",2009,176571.842464238
"5476","Northern","Sagnarigu",2009,154686.890610665
"5477","Northern","Tamale",2009,208985.033017173
"5478","Central","Cape Coast",2009,166654.112155497
"5479","Greater Accra","Accra Metro",2009,293938.431747437
"5480","Greater Accra","Okai Koi North",2009,155399.287307739
"5481","Oti","Guan District",2009,52470.3761476278
"5482","Greater Accra","Ledzokuku",2010,162938.548886299
"5483","Northern East","Chereponi",2010,51740.511153318
"5484","Upper West","Wa Municipal",2010,73933.4490593225
"5485","Upper West","Jirapa",2010,80224.7910785116
"5486","Upper West","Sissala West",2010,30152.7771766819
"5487","Upper West","Lambussie",2010,56155.060238786
"5488","Upper East","Bolgatanga Municipal",2010,98571.4164977372
"5489","Upper East","Bongo",2010,85308.4970501959
"5490","Upper East","Kasena-Nankana West",2010,82175.295301728
"5491","Upper West","Wa West",2010,70739.6939398274
"5492","Savannah","Sawla-Tuna-Kalba",2010,85051.7878754213
"5493","Upper West","Sissala East",2010,74453.9006028846
"5494","Upper East","Kasena-Nankana",2010,95426.517086193
"5495","Northern East","Yunyoo-Nasuan",2010,60608.9145538956
"5496","Upper East","Garu",2010,81850.2945857048
"5497","Northern East","East Mamprusi",2010,115290.625236019
"5498","Upper East","Bawku West",2010,94171.0008390099
"5499","Bono","Dormaa East",2010,60652.8956569284
"5500","Bono","Berekum",2010,71316.4574525356
"5501","Bono","Jaman South",2010,84101.7961162627
"5502","Bono","Sunyani West",2010,106855.011884809
"5503","Ahafo","Asunafo North",2010,118120.832655013
"5504","Bono East","Nkoranza North",2010,70349.4567335844
"5505","Bono East","Kintampo South",2010,76898.3681224436
"5506","Ahafo","Tano North",2010,92956.9425543845
"5507","Volta","Ketu North",2010,105198.925380677
"5508","Volta","Ketu South",2010,148716.28058362
"5509","Volta","Anloga",2010,95147.7389585972
"5510","Volta","South Tongu",2010,88872.6851958185
"5511","Oti","Jasikan",2010,37799.9962522388
"5512","Oti","Krachi East",2010,123285.739806175
"5513","Oti","Nkwanta South",2010,108783.538342379
"5514","Ashanti","Afigya Kwabre North",2010,96773.8142707944
"5515","Ashanti","Atwima Kwanwoma",2010,102810.753423512
"5516","Ashanti","Sekyere South",2010,105058.43902567
"5517","Ashanti","Sekyere East",2010,31353.9742954522
"5518","Ashanti","Sekyere Central",2010,71856.2275282294
"5519","Ashanti","Offinso North",2010,52894.6163382679
"5520","Ashanti","Offinso",2010,80401.5687898993
"5521","Greater Accra","Adentan",2010,74027.7484470606
"5522","Bono","Dormaa Municipal",2010,110729.736871488
"5523","Ashanti","Ahafo Ano South West",2010,76299.2504858375
"5524","Ashanti","Bekwai",2010,143163.823024541
"5525","Ashanti","Bosomtwe",2010,98635.3021309078
"5526","Central","Ajumako-Enyan-Essiam",2010,137602.43219763
"5527","Central","Gomoa West",2010,108068.331278056
"5528","Ashanti","Obuasi",2010,53572.6366982162
"5529","Ashanti","Kwabre East",2010,60572.3363311291
"5530","Ashanti","Ejura-Sekyedumase",2010,86174.8152523488
"5531","Ashanti","Atwima Nwabiagya",2010,94089.6818210781
"5532","Ashanti","Atwima Mponua",2010,141369.559858993
"5533","Ashanti","Adansi South",2010,62572.2469485849
"5534","Ashanti","Adansi Asokwa",2010,63766.1580811292
"5535","Ashanti","Bosome Freho",2010,51560.4849351943
"5536","Ashanti","Asante Mampong",2010,87915.9062109739
"5537","Central","Agona West",2010,120306.914748788
"5538","Central","Agona East",2010,92759.3231165409
"5539","Central","Assin North",2010,101519.753885031
"5540","Central","Assin South",2010,110672.753350675
"5541","Central","Asikuma-Odoben-Brakwa",2010,110732.786530107
"5542","Central","Efutu",2010,66696.6398009062
"5543","Central","Gomoa East",2010,197003.509533465
"5544","Central","Abura-Asebu-Kwamankese",2010,116556.915231287
"5545","Western","Jomoro",2010,147689.303651944
"5546","Western","Ellembelle",2010,91139.9696891308
"5547","Western","Prestea-Huni Valley",2010,166541.573693939
"5548","Western","Ahanta West",2010,114030.945574731
"5549","Western","Nzema East",2010,55394.2189282179
"5550","Western","Tarkwa-Nsuaem",2010,82711.3237215802
"5551","Western North","Sefwi-Akontombra",2010,88176.3337385431
"5552","Eastern","Akyemansa",2010,89142.4200601578
"5553","Eastern","Kwahu South",2010,78974.9291505814
"5554","Eastern","Asene Manso Akroso",2010,76901.187790066
"5555","Eastern","Upper Manya-Krobo",2010,74061.2858569324
"5556","Eastern","Achiase",2010,77776.1265585423
"5557","Eastern","Okere",2010,68006.4611580372
"5558","Eastern","Yilo-Krobo",2010,84425.9213931859
"5559","Eastern","Atiwa West",2010,71407.647475034
"5560","Eastern","New Juaben North",2010,84618.470136404
"5561","Eastern","Fanteakwa North",2010,71416.2339183539
"5562","Eastern","Birim North",2010,85450.1460353434
"5563","Eastern","Asuogyaman",2010,96186.7614943981
"5564","Eastern","Kwahu East",2010,67052.8146255016
"5565","Eastern","Kwahu West",2010,86654.8825351298
"5566","Western North","Bibiani-Anhwiaso-Bekwai",2010,124111.408073395
"5567","Central","Upper Denkyira East",2010,67474.7957995683
"5568","Ashanti","Amansie Central",2010,77529.2618696094
"5569","Ashanti","Amansie South",2010,76147.5788653642
"5570","Central","Upper Denkyira West",2010,67385.3859666884
"5571","Central","Komenda-Edna-Eguafo-Abirem",2010,144160.525566161
"5572","Western North","Sefwi-Wiawso",2010,142781.849342734
"5573","Ahafo","Asunafo South",2010,100495.993984297
"5574","Bono East","Nkoranza South",2010,101296.20419544
"5575","Savannah","Bole",2010,79439.0981768668
"5576","Eastern","Lower-Manya Krobo",2010,83232.7661111355
"5577","Bono East","Kintampo North",2010,98676.4619153179
"5578","Bono East","Atebubu-Amanten",2010,114655.331476375
"5579","Northern","Kpandai",2010,64858.5353460908
"5580","Oti","Nkwanta North",2010,68337.077381447
"5581","Oti","Biakoye",2010,90817.3891651332
"5582","Savannah","Central Gonja",2010,82041.7465411667
"5583","Bono East","Pru West",2010,58955.7400910668
"5584","Northern","Savelugu",2010,94436.9466464333
"5585","Northern","Karaga",2010,96604.3044231199
"5586","Savannah","East Gonja",2010,125129.245452039
"5587","Volta","South Dayi",2010,45697.5421138704
"5588","Upper West","Wa East",2010,110604.561888669
"5589","Northern","Saboba",2010,64678.0927296281
"5590","Northern","Gushiegu",2010,90847.8418751433
"5591","Northern","Nanumba North",2010,96982.6900765672
"5592","Northern","Nanumba South",2010,137654.529934153
"5593","Bono","Wenchi",2010,84075.1146999374
"5594","Ahafo","Tano South",2010,58614.6247601211
"5595","Bono","Sunyani Municipal",2010,101102.385105237
"5596","Ashanti","Asante Akim South",2010,117625.676349968
"5597","Greater Accra","Ada East",2010,67741.4791790247
"5598","Greater Accra","Shai-Osudoku",2010,52571.2556657195
"5599","Greater Accra","Ada West",2010,64206.7210099697
"5600","Greater Accra","Ningo Prampram",2010,74441.1101938188
"5601","Bono East","Techiman North",2010,64884.7934929729
"5602","Bono","Banda",2010,38773.3512468375
"5603","Bono","Jaman North",2010,92119.3963622302
"5604","Bono","Tain",2010,72388.8023887575
"5605","Ashanti","Sekyere Kumawu",2010,46034.4736779928
"5606","Ashanti","Sekyere Afram Plains",2010,62252.6630532555
"5607","Ashanti","Asante Akim North",2010,86290.5662095547
"5608","Ashanti","Asante Akim Central",2010,51678.9296851158
"5609","Ashanti","Juaben",2010,60153.4785609245
"5610","Greater Accra","La-Dade-Kotopon",2010,327430.862233162
"5611","Western North","Aowin",2010,109535.586753458
"5612","Western North","Suaman",2010,23020.4533372223
"5613","Western North","Bia East",2010,48698.558777675
"5614","Western North","Bia West",2010,67904.591551505
"5615","Western North","Bodi",2010,42105.3405624479
"5616","Western North","Juaboso",2010,67994.4503573924
"5617","Western","Shama",2010,139087.38313356
"5618","Western","Wassa East",2010,83143.4336137995
"5619","Western","Mpohor",2010,38771.3769456893
"5620","Western","Wassa Amenfi West",2010,67548.3324177116
"5621","Western","Wassa Amenfi Central",2010,86766.6745652854
"5622","Central","Mfantsiman",2010,113984.218523979
"5623","Central","Ekumfi",2010,85657.6513264775
"5624","Central","Twifo-Hemang Lower Denkyira",2010,43498.8113286048
"5625","Central","Twifo-Ati-Mokwa",2010,73611.9315421432
"5626","Central","Awutu Senya",2010,116329.079882741
"5627","Greater Accra","La-Nkwantanang-Madina",2010,99413.8178522587
"5628","Greater Accra","Ga East",2010,170436.400820732
"5629","Western","Wassa Amenfi East",2010,91180.1447980404
"5630","Central","Gomoa Central",2010,47722.3077754378
"5631","Central","Assin Foso",2010,50698.1597105265
"5632","Greater Accra","Ayawaso West",2010,338102.040040016
"5633","Greater Accra","Ga West",2010,150866.845690966
"5634","Oti","Krachi West",2010,44264.0730913281
"5635","Oti","Krachi Nchumuru",2010,83542.2103391141
"5636","Volta","Agortime-Ziope",2010,20614.4241549671
"5637","Volta","Adaklu",2010,35521.1331721246
"5638","Volta","Akatsi South",2010,96201.5632932484
"5639","Volta","Akatsi North",2010,29230.4889045656
"5640","Volta","Ho",2010,169503.546294659
"5641","Volta","Hohoe",2010,87053.2083594203
"5642","Volta","Ho West",2010,115459.875192672
"5643","Volta","Afadjato South",2010,113406.73105365
"5644","Volta","North Dayi",2010,50028.1433959305
"5645","Volta","Kpando",2010,45113.5909679532
"5646","Volta","North Tongu",2010,82908.0654747039
"5647","Volta","Central Tongu",2010,64211.1510466486
"5648","Eastern","Nsawam-Adoagyiri",2010,62224.2568821907
"5649","Greater Accra","Ga Central",2010,94116.667396307
"5650","Eastern","Akwapim South",2010,55434.6957728863
"5651","Eastern","Denkyembour",2010,94773.3560042381
"5652","Eastern","Kwaebibirem",2010,101010.233920962
"5653","Eastern","Afram Plains South",2010,130711.104668871
"5654","Eastern","Kwahu North",2010,89714.0835692286
"5655","Eastern","Suhum",2010,79704.3398473263
"5656","Eastern","Ayensuano",2010,92079.2124523818
"5657","Eastern","East Akim - Abuakwa South",2010,91204.0543930829
"5658","Eastern","Upper West Akim",2010,97174.7209877968
"5659","Eastern","West Akim",2010,105297.803049833
"5660","Bono","Dormaa West",2010,37309.8596658707
"5661","Upper West","Nadowli-Kaleo",2010,52397.2615590692
"5662","Upper West","Daffiama-Bussie-Issa",2010,42253.5433277749
"5663","Upper West","Lawra",2010,56430.9063641429
"5664","Upper West","Nandom",2010,45149.9313835204
"5665","Upper East","Talensi",2010,84820.0246672779
"5666","Upper East","Nabdam",2010,25107.4622473121
"5667","Upper East","Builsa South",2010,46585.6583684757
"5668","Upper East","Builsa North",2010,47385.1572560817
"5669","Upper East","Binduri",2010,74015.7578674555
"5670","Upper East","Pusiga",2010,45723.5881986022
"5671","Upper East","Bawku Municipal",2010,64582.8439857364
"5672","Savannah","West Gonja",2010,48497.7826789431
"5673","Northern","Mion",2010,102312.052107263
"5674","Northern","Yendi",2010,97602.9584326446
"5675","Northern","Tolon",2010,57661.3496288732
"5676","Northern","Kumbungu",2010,55378.7818188034
"5677","Northern East","West Mamprusi",2010,128478.359190643
"5678","Northern East","Mamprugu-Moagduri",2010,45670.0721890889
"5679","Northern","Zabzugu",2010,76750.0300104171
"5680","Northern","Tatale-Sangule",2010,46085.8207320124
"5681","Bono East","Sene East",2010,60371.0972806104
"5682","Bono East","Sene West",2010,60649.2097670138
"5683","Ahafo","Asutifi North",2010,63743.5223089308
"5684","Ashanti","Ahafo Ano North",2010,98928.7412799001
"5685","Ahafo","Asutifi South",2010,42776.9576187134
"5686","Bono East","Techiman Municipal",2010,138211.153596193
"5687","Savannah","North Gonja",2010,44415.893726036
"5688","Greater Accra","Tema West",2010,167203.863251686
"5689","Greater Accra","Ashaiman",2010,79007.6903505325
"5690","Greater Accra","Kpone-Katamanso",2010,191385.653704941
"5691","Upper East","Tempane",2010,76044.6390968561
"5692","Upper East","Bolgatanga East",2010,27325.8054974079
"5693","Northern East","Bunkpurugu -Nakpanduri",2010,70658.1001413912
"5694","Savannah","North-East Gonja",2010,52398.0143003762
"5695","Northern","Nanton",2010,44865.5013752431
"5696","Bono","Berekum West",2010,57782.8458392322
"5697","Bono East","Pru",2010,62760.182231281
"5698","Eastern","Fanteakwa South",2010,35700.2086074054
"5699","Eastern","New Juaben South",2010,94241.8692846298
"5700","Eastern","Akwapim North",2010,77669.1629894376
"5701","Volta","Keta",2010,57901.4330400229
"5702","Ashanti","Adansi Akrofuom",2010,84253.3932049721
"5703","Ashanti","Adansi North",2010,58381.0696378648
"5704","Ashanti","Obuasi East",2010,72451.954642117
"5705","Ashanti","Amansie West",2010,62663.4007377923
"5706","Ashanti","Atwima Nwabiagya North",2010,62407.2632393837
"5707","Ashanti","Oforikrom",2010,238894.18887496
"5708","Ashanti","Old Tafo",2010,103174.11972332
"5709","Ashanti","Asokwa",2010,264570.35020256
"5710","Greater Accra","Ayawaso East",2010,52545.6897888184
"5711","Greater Accra","Ayawaso North",2010,29833.1125564575
"5712","Greater Accra","Ayawaso Central",2010,83791.2557067871
"5713","Ashanti","Kwadaso",2010,268740.774515629
"5714","Ashanti","Suame",2010,172703.319966793
"5715","Ashanti","Asokore Mampong",2010,168214.397885799
"5716","Ashanti","Afigya Kwabre South",2010,83148.4177955389
"5717","Ashanti","Ejisu",2010,104750.023331106
"5718","Ashanti","Ahafo Ano South East",2010,42680.0428371131
"5719","Greater Accra","Korle-Klottey",2010,170151.094993591
"5720","Greater Accra","Ablekuma West",2010,105221.731491089
"5721","Greater Accra","Ablekuma Central",2010,151799.494819641
"5722","Greater Accra","Krowor",2010,87782.908572197
"5723","Greater Accra","Ga North",2010,128333.174055099
"5724","Greater Accra","Weija-Gbawe",2010,155623.367587566
"5725","Greater Accra","Ablekuma North",2010,138290.932022095
"5726","Eastern","Birim south",2010,74996.8497578204
"5727","Eastern","Birim Central",2010,36786.8122768998
"5728","Eastern","Abuakwa North",2010,53920.9905424714
"5729","Eastern","Atiwa East",2010,58843.1524603814
"5730","Central","Awutu Senya East",2010,60979.4332845211
"5731","Oti","Kadjebi",2010,52612.9106882215
"5732","Ashanti","Kumasi",2010,756568.876805544
"5733","Greater Accra","Tema",2010,95341.1033124924
"5734","Greater Accra","Ga South",2010,224587.270035982
"5735","Western","Sekondi-Takoradi",2010,304420.279971838
"5736","Western","Effia-Kwesimintsim",2010,187371.930759102
"5737","Northern","Sagnarigu",2010,154902.59863025
"5738","Northern","Tamale",2010,216776.154157624
"5739","Central","Cape Coast",2010,171604.596515477
"5740","Greater Accra","Accra Metro",2010,305739.734924316
"5741","Greater Accra","Okai Koi North",2010,148749.216348648
"5742","Oti","Guan District",2010,55265.3386896551
"5743","Greater Accra","Ledzokuku",2011,170667.089857101
"5744","Northern East","Chereponi",2011,52830.9249497578
"5745","Upper West","Wa Municipal",2011,75128.2638536096
"5746","Upper West","Jirapa",2011,83564.8958664089
"5747","Upper West","Sissala West",2011,31784.0626374036
"5748","Upper West","Lambussie",2011,57886.514626205
"5749","Upper East","Bolgatanga Municipal",2011,98149.5070565045
"5750","Upper East","Bongo",2011,85859.64827618
"5751","Upper East","Kasena-Nankana West",2011,83645.5156443343
"5752","Upper West","Wa West",2011,72582.092978403
"5753","Savannah","Sawla-Tuna-Kalba",2011,85739.1316660307
"5754","Upper West","Sissala East",2011,75329.6734289527
"5755","Upper East","Kasena-Nankana",2011,97394.8723601699
"5756","Northern East","Yunyoo-Nasuan",2011,59968.0099949241
"5757","Upper East","Garu",2011,79690.7452436388
"5758","Northern East","East Mamprusi",2011,119380.700324848
"5759","Upper East","Bawku West",2011,95613.4923995584
"5760","Bono","Dormaa East",2011,63002.7866718471
"5761","Bono","Berekum",2011,78027.9761881232
"5762","Bono","Jaman South",2011,85199.4985055625
"5763","Bono","Sunyani West",2011,105910.418880478
"5764","Ahafo","Asunafo North",2011,121047.038052067
"5765","Bono East","Nkoranza North",2011,71907.8684307784
"5766","Bono East","Kintampo South",2011,77850.3951979801
"5767","Ahafo","Tano North",2011,96362.4322344959
"5768","Volta","Ketu North",2011,107010.819911867
"5769","Volta","Ketu South",2011,149442.615711808
"5770","Volta","Anloga",2011,93243.6736534238
"5771","Volta","South Tongu",2011,92089.3524738401
"5772","Oti","Jasikan",2011,38375.1538813561
"5773","Oti","Krachi East",2011,126718.449503034
"5774","Oti","Nkwanta South",2011,111991.489138521
"5775","Ashanti","Afigya Kwabre North",2011,100930.306095898
"5776","Ashanti","Atwima Kwanwoma",2011,106213.32628125
"5777","Ashanti","Sekyere South",2011,112495.989974946
"5778","Ashanti","Sekyere East",2011,31530.5661493093
"5779","Ashanti","Sekyere Central",2011,72158.2715549245
"5780","Ashanti","Offinso North",2011,52909.0486713052
"5781","Ashanti","Offinso",2011,80580.2692624629
"5782","Greater Accra","Adentan",2011,76538.5435552597
"5783","Bono","Dormaa Municipal",2011,112572.273720413
"5784","Ashanti","Ahafo Ano South West",2011,74249.0314976126
"5785","Ashanti","Bekwai",2011,146144.629035056
"5786","Ashanti","Bosomtwe",2011,104035.756612211
"5787","Central","Ajumako-Enyan-Essiam",2011,143685.687730134
"5788","Central","Gomoa West",2011,110133.665712118
"5789","Ashanti","Obuasi",2011,58630.7671503127
"5790","Ashanti","Kwabre East",2011,61822.8600890636
"5791","Ashanti","Ejura-Sekyedumase",2011,86877.1845632344
"5792","Ashanti","Atwima Nwabiagya",2011,96378.0157442987
"5793","Ashanti","Atwima Mponua",2011,143559.480618805
"5794","Ashanti","Adansi South",2011,65300.0194954723
"5795","Ashanti","Adansi Asokwa",2011,62365.9669896215
"5796","Ashanti","Bosome Freho",2011,52512.3017169684
"5797","Ashanti","Asante Mampong",2011,89632.7297162116
"5798","Central","Agona West",2011,125007.806856096
"5799","Central","Agona East",2011,95268.5686035752
"5800","Central","Assin North",2011,105503.338290691
"5801","Central","Assin South",2011,113214.603333846
"5802","Central","Asikuma-Odoben-Brakwa",2011,113265.180681258
"5803","Central","Efutu",2011,69720.9510840178
"5804","Central","Gomoa East",2011,207395.858920515
"5805","Central","Abura-Asebu-Kwamankese",2011,119045.634641647
"5806","Western","Jomoro",2011,152403.705930308
"5807","Western","Ellembelle",2011,91639.8160840645
"5808","Western","Prestea-Huni Valley",2011,167068.122411914
"5809","Western","Ahanta West",2011,114991.555491194
"5810","Western","Nzema East",2011,55529.2710165977
"5811","Western","Tarkwa-Nsuaem",2011,83891.0675487742
"5812","Western North","Sefwi-Akontombra",2011,89711.4362363815
"5813","Eastern","Akyemansa",2011,92151.0258592963
"5814","Eastern","Kwahu South",2011,79407.9672953486
"5815","Eastern","Asene Manso Akroso",2011,77575.4611984789
"5816","Eastern","Upper Manya-Krobo",2011,74533.9737319052
"5817","Eastern","Achiase",2011,80208.3543485403
"5818","Eastern","Okere",2011,67630.5622638464
"5819","Eastern","Yilo-Krobo",2011,84866.9890698195
"5820","Eastern","Atiwa West",2011,73744.1480362117
"5821","Eastern","New Juaben North",2011,80777.1942677498
"5822","Eastern","Fanteakwa North",2011,73245.788342014
"5823","Eastern","Birim North",2011,89001.4664911032
"5824","Eastern","Asuogyaman",2011,99842.1013913751
"5825","Eastern","Kwahu East",2011,67982.3177216351
"5826","Eastern","Kwahu West",2011,87794.2631025314
"5827","Western North","Bibiani-Anhwiaso-Bekwai",2011,126628.477224231
"5828","Central","Upper Denkyira East",2011,70194.097332269
"5829","Ashanti","Amansie Central",2011,77602.5542514324
"5830","Ashanti","Amansie South",2011,76220.2776288241
"5831","Central","Upper Denkyira West",2011,67661.001642257
"5832","Central","Komenda-Edna-Eguafo-Abirem",2011,147452.957691371
"5833","Western North","Sefwi-Wiawso",2011,144414.06253466
"5834","Ahafo","Asunafo South",2011,102694.685094103
"5835","Bono East","Nkoranza South",2011,103696.671682701
"5836","Savannah","Bole",2011,82100.0663322695
"5837","Eastern","Lower-Manya Krobo",2011,82863.4383853078
"5838","Bono East","Kintampo North",2011,100953.999949865
"5839","Bono East","Atebubu-Amanten",2011,119268.558608569
"5840","Northern","Kpandai",2011,68632.9365244657
"5841","Oti","Nkwanta North",2011,70553.9029306173
"5842","Oti","Biakoye",2011,91343.5074970871
"5843","Savannah","Central Gonja",2011,83532.6078188065
"5844","Bono East","Pru West",2011,62073.3167721964
"5845","Northern","Savelugu",2011,99716.2473642491
"5846","Northern","Karaga",2011,99715.6805828512
"5847","Savannah","East Gonja",2011,125085.299891625
"5848","Volta","South Dayi",2011,45605.3561522365
"5849","Upper West","Wa East",2011,112149.299722686
"5850","Northern","Saboba",2011,66301.7624376044
"5851","Northern","Gushiegu",2011,94771.2056272998
"5852","Northern","Nanumba North",2011,104126.829946741
"5853","Northern","Nanumba South",2011,142449.68988128
"5854","Bono","Wenchi",2011,85423.410148479
"5855","Ahafo","Tano South",2011,58815.7802634239
"5856","Bono","Sunyani Municipal",2011,105250.80582872
"5857","Ashanti","Asante Akim South",2011,119716.341536194
"5858","Greater Accra","Ada East",2011,71246.4202740192
"5859","Greater Accra","Shai-Osudoku",2011,54319.5323507935
"5860","Greater Accra","Ada West",2011,65099.276730448
"5861","Greater Accra","Ningo Prampram",2011,75382.2406238914
"5862","Bono East","Techiman North",2011,63678.1244373322
"5863","Bono","Banda",2011,41771.078043662
"5864","Bono","Jaman North",2011,94064.5860587284
"5865","Bono","Tain",2011,71524.1361613348
"5866","Ashanti","Sekyere Kumawu",2011,43628.1645545065
"5867","Ashanti","Sekyere Afram Plains",2011,63535.1116889529
"5868","Ashanti","Asante Akim North",2011,87296.7877315804
"5869","Ashanti","Asante Akim Central",2011,52205.0061462522
"5870","Ashanti","Juaben",2011,61138.2480594963
"5871","Greater Accra","La-Dade-Kotopon",2011,334429.925728798
"5872","Western North","Aowin",2011,111297.700135082
"5873","Western North","Suaman",2011,23080.6772524565
"5874","Western North","Bia East",2011,50153.1904317588
"5875","Western North","Bia West",2011,68207.7944329008
"5876","Western North","Bodi",2011,43026.2233107984
"5877","Western North","Juaboso",2011,68652.3775613159
"5878","Western","Shama",2011,150067.712599784
"5879","Western","Wassa East",2011,83843.9624507427
"5880","Western","Mpohor",2011,38096.2735473812
"5881","Western","Wassa Amenfi West",2011,66665.8165292665
"5882","Western","Wassa Amenfi Central",2011,88055.8900784478
"5883","Central","Mfantsiman",2011,121106.336167872
"5884","Central","Ekumfi",2011,83349.310040772
"5885","Central","Twifo-Hemang Lower Denkyira",2011,43160.5378100127
"5886","Central","Twifo-Ati-Mokwa",2011,75061.4997624904
"5887","Central","Awutu Senya",2011,108785.162738323
"5888","Greater Accra","La-Nkwantanang-Madina",2011,104108.75212729
"5889","Greater Accra","Ga East",2011,176880.507163286
"5890","Western","Wassa Amenfi East",2011,92127.289468281
"5891","Central","Gomoa Central",2011,48584.5412096679
"5892","Central","Assin Foso",2011,51932.4461770356
"5893","Greater Accra","Ayawaso West",2011,356091.393870354
"5894","Greater Accra","Ga West",2011,150122.202128291
"5895","Oti","Krachi West",2011,45181.6414054036
"5896","Oti","Krachi Nchumuru",2011,86672.7331652492
"5897","Volta","Agortime-Ziope",2011,21932.4677412659
"5898","Volta","Adaklu",2011,38697.7801683098
"5899","Volta","Akatsi South",2011,97430.4898481667
"5900","Volta","Akatsi North",2011,32109.5679778755
"5901","Volta","Ho",2011,181755.507932961
"5902","Volta","Hohoe",2011,95937.7292540073
"5903","Volta","Ho West",2011,111174.850022323
"5904","Volta","Afadjato South",2011,114418.533927709
"5905","Volta","North Dayi",2011,49296.3112669587
"5906","Volta","Kpando",2011,47876.8945364356
"5907","Volta","North Tongu",2011,84436.3490753025
"5908","Volta","Central Tongu",2011,64866.3337726966
"5909","Eastern","Nsawam-Adoagyiri",2011,64600.1601673365
"5910","Greater Accra","Ga Central",2011,100982.830494881
"5911","Eastern","Akwapim South",2011,54211.6392070651
"5912","Eastern","Denkyembour",2011,87473.0466828644
"5913","Eastern","Kwaebibirem",2011,109664.088128269
"5914","Eastern","Afram Plains South",2011,136297.056860596
"5915","Eastern","Kwahu North",2011,94729.5447838902
"5916","Eastern","Suhum",2011,81186.4886010885
"5917","Eastern","Ayensuano",2011,90356.0004939437
"5918","Eastern","East Akim - Abuakwa South",2011,90428.5624244809
"5919","Eastern","Upper West Akim",2011,95389.2823189497
"5920","Eastern","West Akim",2011,110981.231968313
"5921","Bono","Dormaa West",2011,40446.431622684
"5922","Upper West","Nadowli-Kaleo",2011,52217.0896775424
"5923","Upper West","Daffiama-Bussie-Issa",2011,43341.8544670269
"5924","Upper West","Lawra",2011,59118.3320558667
"5925","Upper West","Nandom",2011,44104.5807932615
"5926","Upper East","Talensi",2011,83088.5393075794
"5927","Upper East","Nabdam",2011,26766.0710046142
"5928","Upper East","Builsa South",2011,48121.3889179304
"5929","Upper East","Builsa North",2011,47705.9197115824
"5930","Upper East","Binduri",2011,75406.8600924015
"5931","Upper East","Pusiga",2011,46900.9146704674
"5932","Upper East","Bawku Municipal",2011,66669.4692459106
"5933","Savannah","West Gonja",2011,50681.2514067926
"5934","Northern","Mion",2011,108753.071250316
"5935","Northern","Yendi",2011,100224.329146594
"5936","Northern","Tolon",2011,55977.8068884499
"5937","Northern","Kumbungu",2011,55301.2199184261
"5938","Northern East","West Mamprusi",2011,131884.320793971
